"","value","IdNumber","Nome","Paises","Rating","Flag","data"
"3594","22730940       Kazuhiro Shikasho, Erik                                      BRA M                                1795  0   40 2007      ","2273094","Shikasho, Erik","BRA","1795",NA,"DEC23"
"3595","2146096        Kihara, Eric Juliani                                         BRA M                                1412  0   40 2002  i   ","2146096","Kihara, Eric","BRA","1412","i","DEC23"
"3596","2144433        Kikuchi Cadilhac, Mariana Sawae                              BRA F   WFM  WFM                     1748  0   40 2005  wi  ","2144433","Cadilhac, Mariana","BRA","1748",NA,"DEC23"
"3597","22754911       Kikuchi, Alexandre Hideki Lopes                              BRA M                                1581  0   40 2003      ","2275491","Kikuchi, Alexandre","BRA","1581",NA,"DEC23"
"3598","2146517        Kikuta, Bruno                                                BRA M                                1842  0   40 1997  i   ","2146517","Kikuta, Bruno","BRA","1842","i","DEC23"
"3599","22725415       Kim, Andre                                                   BRA M                                1226  0   40 2009      ","2272541","Kim, Andre","BRA","1226",NA,"DEC23"
"3600","22716823       Kim, Marcos                                                  BRA M                                1413  0   40 1977  i   ","2271682","Kim, Marcos","BRA","1413","i","DEC23"
"3601","22702776       Kim, Thiago                                                  BRA M                                2052  6   40 2007      ","2270277","Kim, Thiago","BRA","2052",NA,"DEC23"
"3602","2116464        Kina,Caio Garcia                                             BRA M                                1891  0   20 1995  i   ","2116464","Kina,Caio","BRA","1891","i","DEC23"
"3603","2172402        Kinoshita, Renato                                            BRA M                                1716  0   40 1984  i   ","2172402","Kinoshita, Renato","BRA","1716","i","DEC23"
"3604","2148048        Kirchner, Jaison                                             BRA M                                1780  0   20 1994  i   ","2148048","Kirchner, Jaison","BRA","1780","i","DEC23"
"3605","2132770        Kiyomura,Ygor Carvalho                                       BRA M                                1941  0   40 1979  i   ","2132770","Kiyomura,Ygor","BRA","1941","i","DEC23"
"3606","22712526       Klein, Jean Carlo                                            BRA M                                1926  0   40 1990  i   ","2271252","Klein, Jean","BRA","1926","i","DEC23"
"3607","22779906       Klein, Louise Da Silveira                                    BRA F                                1217  0   40 2003  w   ","2277990","Klein, Louise","BRA","1217","w","DEC23"
"3608","2170086        Klein, Luan Carlos                                           BRA M                                1857  0   20 2000      ","2170086","Klein, Luan","BRA","1857",NA,"DEC23"
"3609","2124220        Kleine, Bruna Fernanda                                       BRA F                                1848  0   20 1994  wi  ","2124220","Kleine, Bruna","BRA","1848",NA,"DEC23"
"3610","22799478       Klimas, Alexandre                                            BRA M                                1683  0   40 1965  i   ","2279947","Klimas, Alexandre","BRA","1683","i","DEC23"
"3611","2112469        Knoblauch, Walter Lucas                                      BRA M                                1878  0   20 1971  i   ","2112469","Knoblauch, Walter","BRA","1878","i","DEC23"
"3612","2109115        Kobayashi, Cintia Kawashita                                  BRA F                                1866  0   40 1987  wi  ","2109115","Kobayashi, Cintia","BRA","1866",NA,"DEC23"
"3613","2158442        Koch, Crystian                                               BRA M                                1729  0   40 1998  i   ","2158442","Koch, Crystian","BRA","1729","i","DEC23"
"3614","22795154       Koga, Erick Akira                                            BRA M                                1702  0   40 2009  i   ","2279515","Koga, Erick","BRA","1702","i","DEC23"
"3615","22720260       Koinski, Carlos Cesar                                        BRA M                                1371  3   20 1955      ","2272026","Koinski, Carlos","BRA","1371",NA,"DEC23"
"3616","2150301        Kojima, Gabriel Rogerio Aguilar                              BRA M                                1716  0   40 1997  i   ","2150301","Kojima, Gabriel","BRA","1716","i","DEC23"
"3617","22704930       Kojima,Fukashi                                               BRA M                                1597  0   40 1971  i   ","2270493","Kojima,Fukashi","BRA","1597","i","DEC23"
"3618","22704914       Kojima,Rodrigo Yosuke                                        BRA M                                1579  0   20 2004  i   ","2270491","Kojima,Rodrigo","BRA","1579","i","DEC23"
"3619","22785647       Komatu, Felipe Karczewski                                    BRA M                                1864  2   40 2007      ","2278564","Komatu, Felipe","BRA","1864",NA,"DEC23"
"3620","22733647       Konishi, Leonardo                                            BRA M                                1534  0   40 2003  i   ","2273364","Konishi, Leonardo","BRA","1534","i","DEC23"
"3621","2137925        Koroleski,Flavio Antonio Teixeir                             BRA M                                1888  0   20 1992  i   ","2137925","Koroleski,Flavio","BRA","1888","i","DEC23"
"3622","2119382        Kosminsky, Ellen                                             BRA F                                1567  0   20 1999  wi  ","2119382","Kosminsky, Ellen","BRA","1567",NA,"DEC23"
"3623","44729529       Kosminsky, Max Berger                                        BRA M                                1285  0   40 2009      ","4472952","Kosminsky, Max","BRA","1285",NA,"DEC23"
"3624","2107341        Kourani, Tarik Ferreira                                      BRA M                                1433  0   40 1993  i   ","2107341","Kourani, Tarik","BRA","1433","i","DEC23"
"3625","2171090        Kowacic Carvalho, Joao Gustavo                               BRA M                                1512  0   40 2000  i   ","2171090","Carvalho, Joao","BRA","1512","i","DEC23"
"3626","2120550        Kozak, Dalton Demetrio                                       BRA M                                1857  0   20 1990  i   ","2120550","Kozak, Dalton","BRA","1857","i","DEC23"
"3627","2159457        Krempel, Jose Eduardo Marques                                BRA M                                1662  0   40 1954      ","2159457","Krempel, Jose","BRA","1662",NA,"DEC23"
"3628","2135710        Kretszchmar, Andressa                                        BRA F                                1780  0   40 1993  wi  ","2135710","Kretszchmar, Andressa","BRA","1780",NA,"DEC23"
"3629","2124769        Krongold, Breno                                              BRA M                                1562  0   20 1962      ","2124769","Krongold, Breno","BRA","1562",NA,"DEC23"
"3630","44710747       Kruger, Nathalia                                             BRA F                                1388  9   40 2012  w   ","4471074","Kruger, Nathalia","BRA","1388","w","DEC23"
"3631","2142090        Kruger,Israel                                                BRA M                                1890  0   20 1981      ","2142090","Kruger,Israel","BRA","1890",NA,"DEC23"
"3632","2168642        Krul, Clemerson Alexandre                                    BRA M                                1676  0   40 2003  i   ","2168642","Krul, Clemerson","BRA","1676","i","DEC23"
"3633","2104202        Kubrusly, Jose Cristovam S.                                  BRA M                                2228  0   20 1955  i   ","2104202","Kubrusly, Jose","BRA","2228","i","DEC23"
"3634","2195992        Kuciak, Alexandre                                            BRA M                                1568  2   40 1989      ","2195992","Kuciak, Alexandre","BRA","1568",NA,"DEC23"
"3635","22751688       Kulkamp, Victor Silva                                        BRA M                                1830  0   40 2005      ","2275168","Kulkamp, Victor","BRA","1830",NA,"DEC23"
"3636","22715258       Kunii, Yuumi                                                 BRA F                                1416  0   40 2003  wi  ","2271525","Kunii, Yuumi","BRA","1416",NA,"DEC23"
"3637","22758216       Kunitake, Matheus Seidi                                      BRA M                                1388  0   40 2005  i   ","2275821","Kunitake, Matheus","BRA","1388","i","DEC23"
"3638","22747923       Kunzler, Jonas Augusto                                       BRA M                                1731  0   40 1989  i   ","2274792","Kunzler, Jonas","BRA","1731","i","DEC23"
"3639","44720831       Kuribara, Victor Kenzo                                       BRA M                                1421  0   40 2010      ","4472083","Kuribara, Victor","BRA","1421",NA,"DEC23"
"3640","2147114        Kurita, Rubens Massami                                       BRA M                                1731  3   20 1966      ","2147114","Kurita, Rubens","BRA","1731",NA,"DEC23"
"3641","22716742       Kuster, Michel Thiago                                        BRA M                                1269  0   40 2004  i   ","2271674","Kuster, Michel","BRA","1269","i","DEC23"
"3642","22788883       Laba, Otavio De Souza                                        BRA M                                1799  0   40 2010      ","2278888","Laba, Otavio","BRA","1799",NA,"DEC23"
"3643","2110563        Labegalini, Antonio Luiz                                     BRA M                                1881  0   20 1952  i   ","2110563","Labegalini, Antonio","BRA","1881","i","DEC23"
"3644","2132850        Labussiere, Jorge Henri                                      BRA M                                1887  0   40 1955  i   ","2132850","Labussiere, Jorge","BRA","1887","i","DEC23"
"3645","2183129        Labussiere, Victor                                           BRA M   FM                           2328  0   20 2004      ","2183129","Labussiere, Victor","BRA","2328",NA,"DEC23"
"3646","2186969        Labussiere, Yago                                             BRA M                                2182  15  20 2004      ","2186969","Labussiere, Yago","BRA","2182",NA,"DEC23"
"3647","22738193       Lacerda, Bruno D Angelo                                      BRA M                                1786  0   40 1991  i   ","2273819","Lacerda, Bruno","BRA","1786","i","DEC23"
"3648","2104423        Lacerda, Cesar Romeu                                         BRA M                                2017  0   20 1962  i   ","2104423","Lacerda, Cesar","BRA","2017","i","DEC23"
"3649","2138760        Lacerda, Gabriel Valero Bellot                               BRA M                                1645  0   20 1997  i   ","2138760","Lacerda, Gabriel","BRA","1645","i","DEC23"
"3650","2115735        Lacerda, Joao Paulo                                          BRA M                                1870  0   40 1990  i   ","2115735","Lacerda, Joao","BRA","1870","i","DEC23"
"3651","2144182        Lacerda, Johann Motta                                        BRA M                                1788  0   40 1982  i   ","2144182","Lacerda, Johann","BRA","1788","i","DEC23"
"3652","44713932       Lacerda, Rafael Alvarenga                                    BRA M                                1781  0   40 2006      ","4471393","Lacerda, Rafael","BRA","1781",NA,"DEC23"
"3653","2181126        Lacerda, Vinicius                                            BRA M                                1779  0   20 1993      ","2181126","Lacerda, Vinicius","BRA","1779",NA,"DEC23"
"3654","2104261        Ladeira, Jarbas de Carvalho                                  BRA M                                2242  0   20 1943  i   ","2104261","Ladeira, Jarbas","BRA","2242","i","DEC23"
"3655","2104067        Ladeira, Joao Bosco Amado                                    BRA M   FM                           2230  0   20 1952  i   ","2104067","Ladeira, Joao","BRA","2230","i","DEC23"
"3656","22767444       Ladeira, Paulo Ribeiro Soares De                             BRA M                                1346  0   40 1985  i   ","2276744","Ladeira, Paulo","BRA","1346","i","DEC23"
"3657","2198797        Ladevig, Cristhyan Costa                                     BRA M                                1386  0   40 1998  i   ","2198797","Ladevig, Cristhyan","BRA","1386","i","DEC23"
"3658","2154269        Lage, Pedro Ferreira                                         BRA M   CM                           2115  0   20 1998      ","2154269","Lage, Pedro","BRA","2115",NA,"DEC23"
"3659","2130297        Lage, Renan Ribeiro                                          BRA M                                1931  0   40 1991  i   ","2130297","Lage, Renan","BRA","1931","i","DEC23"
"3660","2110636        Lage, Sergio Correa Magalhaes                                BRA M                                1888  0   20 1965  i   ","2110636","Lage, Sergio","BRA","1888","i","DEC23"
"3661","22743715       Laguna, Oscar Alexander Sanchez                              BRA M                                1188  0   40 2010  i   ","2274371","Laguna, Oscar","BRA","1188","i","DEC23"
"3662","2130882        Lahoz, Cassiano                                              BRA M                                1592  0   20 1954      ","2130882","Lahoz, Cassiano","BRA","1592",NA,"DEC23"
"3663","2104466        Lahud, Tarcisio Jose                                         BRA M                                1947  0   20 1947  i   ","2104466","Lahud, Tarcisio","BRA","1947","i","DEC23"
"3664","2118610        Laipnieks, Ojars                                             BRA M                                1780  0   40 1942  i   ","2118610","Laipnieks, Ojars","BRA","1780","i","DEC23"
"3665","2140748        Lanchoti,Edivaldo                                            BRA M                                1584  0   40 1960  i   ","2140748","Lanchoti,Edivaldo","BRA","1584","i","DEC23"
"3666","22794174       Landes, Leonardo Sampaio                                     BRA M                                1295  0   40 2005  i   ","2279417","Landes, Leonardo","BRA","1295","i","DEC23"
"3667","2131986        Landin, Mateus Moreno                                        BRA M                                1807  0   40 1998  i   ","2131986","Landin, Mateus","BRA","1807","i","DEC23"
"3668","2174715        Landre, Geraldo Barbosa                                      BRA M                                1731  0   20 1988      ","2174715","Landre, Geraldo","BRA","1731",NA,"DEC23"
"3669","2130890        Lang, Eros A. Ferreira                                       BRA M                                1467  0   40 1960      ","2130890","Lang, Eros","BRA","1467",NA,"DEC23"
"3670","2130904        Langaro, Caetano Azambuja                                    BRA M                                2045  0   40 1975  i   ","2130904","Langaro, Caetano","BRA","2045","i","DEC23"
"3671","2148633        Langner, Donizete Ribeiro                                    BRA M                                1904  6   20 1988      ","2148633","Langner, Donizete","BRA","1904",NA,"DEC23"
"3672","22725423       Lanznaster, Joao Vitor                                       BRA M                                1285  0   40 2007      ","2272542","Lanznaster, Joao","BRA","1285",NA,"DEC23"
"3673","22730311       Lanznaster, Rafael                                           BRA M                                1350  0   20 1980      ","2273031","Lanznaster, Rafael","BRA","1350",NA,"DEC23"
"3674","2108976        Lapertosa, Julio                                             BRA M                                1934  0   20 1962      ","2108976","Lapertosa, Julio","BRA","1934",NA,"DEC23"
"3675","22713050       Laperuta, Renan Portes                                       BRA M                                1669  0   40 2006  i   ","2271305","Laperuta, Renan","BRA","1669","i","DEC23"
"3676","2130912        Lara, Alisson Jose Da Silva                                  BRA M                                1974  0   40 1992  i   ","2130912","Lara, Alisson","BRA","1974","i","DEC23"
"3677","2122499        Lara, Diego Costa                                            BRA M                            AGM 1729  0   20 1991  i   ","2122499","Lara, Diego","BRA","1729","i","DEC23"
"3678","2121182        Laranjeira,Marcio Muniz                                      BRA M                                1971  0   20 1986  i   ","2121182","Laranjeira,Marcio","BRA","1971","i","DEC23"
"3679","2108135        Laroca, Alvaro Ney                                           BRA M                                1483  0   20 1939  i   ","2108135","Laroca, Alvaro","BRA","1483","i","DEC23"
"3680","22743790       Laroca, Fernando                                             BRA M                                1361  0   40 1971  i   ","2274379","Laroca, Fernando","BRA","1361","i","DEC23"
"3681","22796991       Lassala, Bernardo Valias                                     BRA M                                1690  0   40 2001      ","2279699","Lassala, Bernardo","BRA","1690",NA,"DEC23"
"3682","22767118       Laurindo, Ulisses Alvaro                                     BRA M                                1489  4   40 2006      ","2276711","Laurindo, Ulisses","BRA","1489",NA,"DEC23"
"3683","22767126       Laurindo, Vinicius Martins                                   BRA M                                1047  0   40 2008  i   ","2276712","Laurindo, Vinicius","BRA","1047","i","DEC23"
"3684","22799362       Lavogadae, Daniel Pereira                                    BRA M                                1599  0   40 1986      ","2279936","Lavogadae, Daniel","BRA","1599",NA,"DEC23"
"3685","22712429       Lazaro, Lais Cruz                                            BRA F                                1159  0   40 2005  wi  ","2271242","Lazaro, Lais","BRA","1159",NA,"DEC23"
"3686","2196620        Lazzarin, Luiz Henrique                                      BRA M                                1637  0   20 2002  i   ","2196620","Lazzarin, Luiz","BRA","1637","i","DEC23"
"3687","22733663       Lazzarotti, Calebe Kadlubiski                                BRA M                                1750  0   40 2009      ","2273366","Lazzarotti, Calebe","BRA","1750",NA,"DEC23"
"3688","2121883        Lazzarotto, Marcio                                           BRA M                                1875  0   20 1970  i   ","2121883","Lazzarotto, Marcio","BRA","1875","i","DEC23"
"3689","2170302        Leacima, Giovane Santiago                                    BRA M                                1866  0   20 1999      ","2170302","Leacima, Giovane","BRA","1866",NA,"DEC23"
"3690","22707166       Leacina, Gisele Santiago                                     BRA F                                1405  6   20 2003  w   ","2270716","Leacina, Gisele","BRA","1405","w","DEC23"
"3691","2118637        Leal Assuncao, Matheus                                       BRA M                                1892  0   20 1993  i   ","2118637","Assuncao, Matheus","BRA","1892","i","DEC23"
"3692","44725094       Leal, Allan Henrique Pereira                                 BRA M                                1458  0   40 2005      ","4472509","Leal, Allan","BRA","1458",NA,"DEC23"
"3693","22794840       Leal, Aurimar De Azevedo                                     BRA M                                1523  0   40 1981      ","2279484","Leal, Aurimar","BRA","1523",NA,"DEC23"
"3694","2189585        Leal, Eduardo Martins                                        BRA M                                1383  0   40 1993  i   ","2189585","Leal, Eduardo","BRA","1383","i","DEC23"
"3695","22772723       Leal, Guilherme Alves de Souza                               BRA M                                1283  0   40 2010      ","2277272","Leal, Guilherme","BRA","1283",NA,"DEC23"
"3696","2104296        Leal, Joao Vitor                                             BRA M                                2111  0   20 1983  i   ","2104296","Leal, Joao","BRA","2111","i","DEC23"
"3697","44727593       Leal, Kaue Dos Santos                                        BRA M                                1635  0   40 2005      ","4472759","Leal, Kaue","BRA","1635",NA,"DEC23"
"3698","22709398       Leal, Lucas Kieffer                                          BRA M                                1555  0   40 1993  i   ","2270939","Leal, Lucas","BRA","1555","i","DEC23"
"3699","2101947        Leal, Paulo Donizete                                         BRA M                                1870  0   20 1983  i   ","2101947","Leal, Paulo","BRA","1870","i","DEC23"
"3700","2102064        Leal, Paulo Tarcisio Garcia                                  BRA M                                2034  0   20 1950  i   ","2102064","Leal, Paulo","BRA","2034","i","DEC23"
"3701","2111764        Leal,Luiz Eduardo Barreto                                    BRA M                                1996  0   40 1968  i   ","2111764","Leal,Luiz","BRA","1996","i","DEC23"
"3702","22756493       Leandro, Diego Rodrigo Stadler                               BRA M                                1578  0   40 1982  i   ","2275649","Leandro, Diego","BRA","1578","i","DEC23"
"3703","2129620        Leandro, Haroldo Vasques                                     BRA M                                1904  0   40 1966  i   ","2129620","Leandro, Haroldo","BRA","1904","i","DEC23"
"3704","2166429        Leao, Adriano Santos                                         BRA M                                1835  0   20 1980  i   ","2166429","Leao, Adriano","BRA","1835","i","DEC23"
"3705","2105047        Leao, Breno Siqueira                                         BRA M                                1670  0   40 1974  i   ","2105047","Leao, Breno","BRA","1670","i","DEC23"
"3706","2134179        Leao, Cintia Rocha                                           BRA F                                1824  0   20 1992  wi  ","2134179","Leao, Cintia","BRA","1824",NA,"DEC23"
"3707","2155974        Leao, Flavio Sanchez                                         BRA M                                1792  0   20 1964      ","2155974","Leao, Flavio","BRA","1792",NA,"DEC23"
"3708","2101955        Leao, Thales Braghini                                        BRA M                                1985  0   20 1985  i   ","2101955","Leao, Thales","BRA","1985","i","DEC23"
"3709","2138662        Leao,Marcos Jose                                             BRA M                                1867  0   20 1982  i   ","2138662","Leao,Marcos","BRA","1867","i","DEC23"
"3710","22799958       Leda, Cayro de Almeida                                       BRA M                                1447  0   40 1986      ","2279995","Leda, Cayro","BRA","1447",NA,"DEC23"
"3711","2166437        Lee, Henrique Min Ho                                         BRA M                                1510  0   40 1987  i   ","2166437","Lee, Henrique","BRA","1510","i","DEC23"
"3712","2101114        Lee, Orlando                                                 BRA M                                2288  0   40 1969  i   ","2101114","Lee, Orlando","BRA","2288","i","DEC23"
"3713","22710620       Leffeck, Mateus Bernal                                       BRA M                                1764  0   20 2003  i   ","2271062","Leffeck, Mateus","BRA","1764","i","DEC23"
"3714","2191342        Leitao Neto, Antonio Alves                                   BRA M                                1940  0   20 1956      ","2191342","Neto, Antonio","BRA","1940",NA,"DEC23"
"3715","2105179        Leitao, Nicolau                                              BRA M                                2053  0   20 1983  i   ","2105179","Leitao, Nicolau","BRA","2053","i","DEC23"
"3716","2101246        Leitao, Rafael                                               BRA M   GM                           2592  0   10 1979  i   ","2101246","Leitao, Rafael","BRA","2592","i","DEC23"
"3717","2180006        Leite Filho, Mario Tomaz                                     BRA M                                2012  0   40 1996      ","2180006","Filho, Mario","BRA","2012",NA,"DEC23"
"3718","2179210        Leite Filho, Newton Crispino                                 BRA M                                1895  0   40 1965  i   ","2179210","Filho, Newton","BRA","1895","i","DEC23"
"3719","2105926        Leite Jr, Erasmo Castro                                      BRA M                                2002  0   20 1968  i   ","2105926","Jr, Erasmo","BRA","2002","i","DEC23"
"3720","44713495       Leite, Anderson Ribeiro                                      BRA M                                1466  0   40 1959      ","4471349","Leite, Anderson","BRA","1466",NA,"DEC23"
"3721","22799486       Leite, Arthur Santana Faria                                  BRA M                                1208  0   40 2009  i   ","2279948","Leite, Arthur","BRA","1208","i","DEC23"
"3722","22702725       Leite, Claudio Henrique de Pinho                             BRA M                                1960  0   40 1975  i   ","2270272","Leite, Claudio","BRA","1960","i","DEC23"
"3723","2148641        Leite, Coraci de Jesus                                       BRA M                                1700  5   20 1959      ","2148641","Leite, Coraci","BRA","1700",NA,"DEC23"
"3724","2193256        Leite, Denis Moreira                                         BRA M                                1829  0   40 1967  i   ","2193256","Leite, Denis","BRA","1829","i","DEC23"
"3725","2132001        Leite, Diogo Lima                                            BRA M                                1825  0   40 1988  i   ","2132001","Leite, Diogo","BRA","1825","i","DEC23"
"3726","2102633        Leite, Eduardo de Souza                                      BRA M                                2023  0   40 1966  i   ","2102633","Leite, Eduardo","BRA","2023","i","DEC23"
"3727","44706847       Leite, Gina Dourado Rocha                                    BRA F                                1418  0   40 1979  w   ","4470684","Leite, Gina","BRA","1418","w","DEC23"
"3728","44729073       Leite, Guilherme Berghe                                      BRA M                                1427  0   40 1995      ","4472907","Leite, Guilherme","BRA","1427",NA,"DEC23"
"3729","22731466       Leite, Gustavo Silva                                         BRA M                                1373  0   40 2005  i   ","2273146","Leite, Gustavo","BRA","1373","i","DEC23"
"3730","22722866       Leite, Henrique Bezerra                                      BRA M                                1944  0   40 1956  i   ","2272286","Leite, Henrique","BRA","1944","i","DEC23"
"3731","2113260        Leite, Henrique Lima                                         BRA M                                1821  0   40 1982  i   ","2113260","Leite, Henrique","BRA","1821","i","DEC23"
"3732","22711767       Leite, Italo Andre Medeiros                                  BRA M                                1880  5   20 1993      ","2271176","Leite, Italo","BRA","1880",NA,"DEC23"
"3733","2106710        Leite, Joao Carlos Zirpoli Leite                             BRA M                                1624  0   20 1965      ","2106710","Leite, Joao","BRA","1624",NA,"DEC23"
"3734","44726759       Leite, Lucas Bueno de Oliveira                               BRA M                                1227  0   20 1990      ","4472675","Leite, Lucas","BRA","1227",NA,"DEC23"
"3735","22772553       Leite, Marcos Seixas                                         BRA M                                1771  0   40 1965  i   ","2277255","Leite, Marcos","BRA","1771","i","DEC23"
"3736","22766138       Leite, Rafael Vicente                                        BRA M                                1701  0   40 1982  i   ","2276613","Leite, Rafael","BRA","1701","i","DEC23"
"3737","22739610       Leite, Ranieri Lopes                                         BRA M                                1696  0   40 1980  i   ","2273961","Leite, Ranieri","BRA","1696","i","DEC23"
"3738","2101971        Leite, Tarcisio Dantas Frota                                 BRA M                                1506  0   20 1965  i   ","2101971","Leite, Tarcisio","BRA","1506","i","DEC23"
"3739","2166186        Leite, Thales Ferreira                                       BRA M                                1919  0   20 2000  i   ","2166186","Leite, Thales","BRA","1919","i","DEC23"
"3740","2191423        Leite,Eleilson de Arruda Azevedo                             BRA M                                1848  0   40 1984  i   ","2191423","Leite,Eleilson","BRA","1848","i","DEC23"
"3741","22706992       Leite,Gustavo de Paula                                       BRA M                                1399  0   40 1971  i   ","2270699","Leite,Gustavo","BRA","1399","i","DEC23"
"3742","22704531       Leite,Maryana Izabelle Ferreira                              BRA F                                1350  0   40 2005  wi  ","2270453","Leite,Maryana","BRA","1350",NA,"DEC23"
"3743","44719671       Lelis, Lucas Porto                                           BRA M                                1810  0   40 2010      ","4471967","Lelis, Lucas","BRA","1810",NA,"DEC23"
"3744","2128284        Leme, Rogerio Luis                                           BRA M                                1742  0   40 1962  i   ","2128284","Leme, Rogerio","BRA","1742","i","DEC23"
"3745","2163993        Lemes, Cintia                                                BRA F                                1576  0   40 1995  wi  ","2163993","Lemes, Cintia","BRA","1576",NA,"DEC23"
"3746","2134500        Lemony,Denise                                                BRA F                                1904  0   40 1990  wi  ","2134500","Lemony,Denise","BRA","1904",NA,"DEC23"
"3747","2128004        Lemos, Anderson Willian Pereira                              BRA M                                1793  0   20 1976  i   ","2128004","Lemos, Anderson","BRA","1793","i","DEC23"
"3748","2187671        Lemos, Artur Andreaza                                        BRA M                                1332  0   40 2007  i   ","2187671","Lemos, Artur","BRA","1332","i","DEC23"
"3749","22759298       Lemos, Benjamin Serrano                                      BRA M                                1398  0   40 2011  i   ","2275929","Lemos, Benjamin","BRA","1398","i","DEC23"
"3750","2174723        Lemos, Camila De Oliveira                                    BRA F                                1659  0   40 1989  wi  ","2174723","Lemos, Camila","BRA","1659",NA,"DEC23"
"3751","22745742       Lemos, Daniel Dantas                                         BRA M                                1340  0   40 1979  i   ","2274574","Lemos, Daniel","BRA","1340","i","DEC23"
"3752","2146797        Lemos, Dawton Almino                                         BRA M   FM                           2169  0   20 1998      ","2146797","Lemos, Dawton","BRA","2169",NA,"DEC23"
"3753","2131579        Lemos, Doriedson                                             BRA M                                2112  0   20 1989  i   ","2131579","Lemos, Doriedson","BRA","2112","i","DEC23"
"3754","22704035       Lemos, Paulo Renato Bueno Ordones                            BRA M                                1839  0   20 1988  i   ","2270403","Lemos, Paulo","BRA","1839","i","DEC23"
"3755","2134713        Lemos,Hamilton Rabat                                         BRA M                                2023  0   20 1962  i   ","2134713","Lemos,Hamilton","BRA","2023","i","DEC23"
"3756","2190214        Lenares, Braulio Cardoso                                     BRA M                                1882  0   20 1987  i   ","2190214","Lenares, Braulio","BRA","1882","i","DEC23"
"3757","2185253        Lennard, Anthony                                             BRA M                                1993  0   40 1950  i   ","2185253","Lennard, Anthony","BRA","1993","i","DEC23"
"3758","2128012        Lennon, Aleister Edward Alexande                             BRA M                                2036  0   20 1992      ","2128012","Lennon, Aleister","BRA","2036",NA,"DEC23"
"3759","2178133        Leon Lopes, Sergio Amadeus                                   BRA M                                1858  0   20 1988  i   ","2178133","Lopes, Sergio","BRA","1858","i","DEC23"
"3760","2108461        Lessa, Fernando                                              BRA M                                2064  0   20 1985  i   ","2108461","Lessa, Fernando","BRA","2064","i","DEC23"
"3761","22760768       Lessa, Francisco Adilio                                      BRA M                                1448  0   40 2009      ","2276076","Lessa, Francisco","BRA","1448",NA,"DEC23"
"3762","44752709       Lessa, Stanley De Oliveira                                   BRA M                                1556  0   40 1989      ","4475270","Lessa, Stanley","BRA","1556",NA,"DEC23"
"3763","2160315        Leszczynski, Taynara                                         BRA F                                1637  0   20 1997  w   ","2160315","Leszczynski, Taynara","BRA","1637","w","DEC23"
"3764","2123070        Leus, Lucas Resende                                          BRA M                                1800  0   40 1994  i   ","2123070","Leus, Lucas","BRA","1800","i","DEC23"
"3765","22787941       Levermann, Bernardo Frantz                                   BRA M                                1803  0   40 2009      ","2278794","Levermann, Bernardo","BRA","1803",NA,"DEC23"
"3766","2114240        Levy, Ariel                                                  BRA M                                1795  0   40 1982  i   ","2114240","Levy, Ariel","BRA","1795","i","DEC23"
"3767","22767789       Lewandowski, Miguel L Strapazon                              BRA M                                1756  0   40 2005      ","2276778","Lewandowski, Miguel","BRA","1756",NA,"DEC23"
"3768","22741470       Liborio,Cibelly Curte                                        BRA F                                1054  0   40 2005  w   ","2274147","Liborio,Cibelly","BRA","1054","w","DEC23"
"3769","22705880       Liborio,Diogenes Augusto Santos                              BRA M                                1544  0   40 2003  i   ","2270588","Liborio,Diogenes","BRA","1544","i","DEC23"
"3770","2153971        Librelato, Ana Julia Goulart                                 BRA F                                1778  0   20 2001  wi  ","2153971","Librelato, Ana","BRA","1778",NA,"DEC23"
"3771","2153963        Librelato, Kathie Goulart                                    BRA F   WIM  WIM  SI                 2170  9   20 1998  w   ","2153963","Librelato, Kathie","BRA","2170","w","DEC23"
"3772","44700296       Lichote, Joao Lacerda                                        BRA M                                1613  0   40 2007  i   ","4470029","Lichote, Joao","BRA","1613","i","DEC23"
"3773","44757956       Licinio, Leticia                                             BRA F                                1209  7   40 2007  w   ","4475795","Licinio, Leticia","BRA","1209","w","DEC23"
"3774","2171244        Liebl, Felipe                                                BRA M                                1357  0   40 2001  i   ","2171244","Liebl, Felipe","BRA","1357","i","DEC23"
"3775","2160110        Liebl, Livia                                                 BRA F                                1513  8   20 1999  w   ","2160110","Liebl, Livia","BRA","1513","w","DEC23"
"3776","2182416        Liesenfeld, Marcelo Leonardo                                 BRA M                                1402  0   40 2003  i   ","2182416","Liesenfeld, Marcelo","BRA","1402","i","DEC23"
"3777","22739432       Lima da Silva, Christian Ghabriel                            BRA M                                1318  0   40 2003  i   ","2273943","Silva, Christian","BRA","1318","i","DEC23"
"3778","2179148        Lima De Oliveira, Igor                                       BRA M                                1727  0   40 1979  i   ","2179148","Oliveira, Igor","BRA","1727","i","DEC23"
"3779","2131196        Lima Filho, Gilberto Faco                                    BRA M                                1961  0   20 1990      ","2131196","Filho, Gilberto","BRA","1961",NA,"DEC23"
"3780","2104334        Lima Fo, Jose Pacifico                                       BRA M                                1727  7   20 1956      ","2104334","Fo, Jose","BRA","1727",NA,"DEC23"
"3781","2115310        Lima Jr, Roberto Ferreira                                    BRA M                                1809  0   40 1988  i   ","2115310","Jr, Roberto","BRA","1809","i","DEC23"
"3782","2110814        Lima Jr,Newton Celio Goncalves                               BRA M                                1853  0   40 1981  i   ","2110814","Jr,Newton","BRA","1853","i","DEC23"
